posting_id,posting_date,role,experience_years,company_type,city,education_tier,skills_count,has_genai_llm_skills,has_mlops_skills,has_cloud_skills,remote_friendly,salary_lpa
JP106397,2026-06-01,Software Engineer,3.8,IT Services,Delhi NCR,Other,7,0,0,1,0,15.0
JP104778,2026-06-01,Data Scientist,2.1,IT Services,Bangalore,Tier-2 Engineering College,7,1,0,0,0,26.4
JP101275,2026-06-01,Software Engineer,4.7,Startup,Chennai,Tier-2 Engineering College,11,1,0,1,1,34.9
JP103542,2026-06-01,Product Manager,5.8,IT Services,Hyderabad,Other,5,1,0,0,0,32.7
JP104218,2026-06-01,Data Scientist,4.1,IT Services,Bangalore,Other,16,1,0,1,0,26.5
JP104217,2026-06-01,AI/ML Engineer,4.7,Startup,Hyderabad,Other,13,1,0,0,1,30.6
JP101256,2026-06-01,Data Scientist,5.3,Startup,Hyderabad,Tier-2 Engineering College,7,1,1,0,1,52.2
JP106267,2026-06-01,DevOps Engineer,8.9,Startup,Remote/Tier-2,Tier-2 Engineering College,14,1,0,1,1,39.7
JP100879,2026-06-01,Software Engineer,5.1,IT Services,Hyderabad,Premier (IIT/NIT/IIIT),8,1,0,1,0,41.4
JP100556,2026-06-01,Software Engineer,3.1,FAANG/MNC,Chennai,Tier-2 Engineering College,8,0,0,1,0,46.8
JP110594,2026-06-01,AI/ML Engineer,7.9,IT Services,Pune,Premier (IIT/NIT/IIIT),9,1,0,0,0,41.6
JP106257,2026-06-01,DevOps Engineer,0.5,Startup,Delhi NCR,Tier-2 Engineering College,8,1,0,0,0,14.6
JP106070,2026-06-01,Mobile Developer,7.7,Product (Indian),Bangalore,Premier (IIT/NIT/IIIT),4,0,0,1,0,40.4
JP104770,2026-06-01,Software Engineer,7.8,Startup,Remote/Tier-2,Other,4,0,0,0,1,15.6
JP109525,2026-06-01,Software Engineer,4.1,IT Services,Delhi NCR,Tier-2 Engineering College,7,1,0,0,1,26.0
JP100888,2026-06-01,Mobile Developer,0.7,FAANG/MNC,Delhi NCR,Other,8,0,0,1,0,32.7
JP111490,2026-06-01,Data Scientist,12.3,Product (Indian),Remote/Tier-2,Tier-2 Engineering College,10,1,0,0,1,49.6
JP100851,2026-06-01,Product Manager,4.1,IT Services,Pune,Tier-2 Engineering College,13,1,0,0,0,29.1
JP103519,2026-06-01,Software Engineer,1.1,Product (Indian),Hyderabad,Other,9,0,0,0,0,20.5
JP106382,2026-06-01,Mobile Developer,4.6,IT Services,Bangalore,Tier-2 Engineering College,13,1,0,0,0,19.2
JP106046,2026-06-01,Software Engineer,2.9,IT Services,Delhi NCR,Tier-2 Engineering College,6,0,0,0,0,14.6
JP111475,2026-06-01,Data Scientist,1.0,Startup,Remote/Tier-2,Tier-2 Engineering College,12,1,0,0,1,19.0
JP104250,2026-06-01,AI/ML Engineer,4.8,Startup,Bangalore,Other,14,1,0,1,0,47.0
JP104816,2026-06-01,Data Scientist,1.0,Startup,Bangalore,Other,8,1,1,0,0,28.0
JP110335,2026-06-01,Data Scientist,5.0,IT Services,Remote/Tier-2,Tier-2 Engineering College,14,1,1,1,1,27.5
JP111696,2026-06-01,Software Engineer,5.2,FAANG/MNC,Pune,Tier-2 Engineering College,12,1,0,0,0,71.4
JP104800,2026-06-01,Product Manager,8.7,Product (Indian),Pune,Tier-2 Engineering College,9,1,0,0,0,64.7
JP100799,2026-07-01,Mobile Developer,5.7,FAANG/MNC,Pune,Premier (IIT/NIT/IIIT),12,0,0,0,1,81.6
JP107540,2026-07-01,Software Engineer,4.5,IT Services,Bangalore,Other,12,1,0,0,0,22.3
JP101895,2026-07-01,Data Scientist,4.3,Product (Indian),Bangalore,Tier-2 Engineering College,13,1,1,1,1,75.6
JP101896,2026-07-01,Mobile Developer,8.4,Startup,Hyderabad,Other,8,1,0,0,0,35.2
JP111163,2026-07-01,DevOps Engineer,3.9,IT Services,Pune,Tier-2 Engineering College,12,0,0,1,0,16.6
JP100896,2026-07-01,AI/ML Engineer,6.1,IT Services,Remote/Tier-2,Other,11,1,0,0,1,23.2
JP111728,2026-07-01,Software Engineer,2.6,FAANG/MNC,Pune,Other,7,0,0,1,0,45.1
JP111950,2026-07-01,Software Engineer,14.3,Product (Indian),Delhi NCR,Tier-2 Engineering College,10,1,1,0,0,71.9
JP111169,2026-07-01,Data Scientist,2.1,Product (Indian),Chennai,Other,10,1,0,1,1,34.9
JP107549,2026-07-01,Software Engineer,9.3,FAANG/MNC,Mumbai,Tier-2 Engineering College,7,1,0,0,0,108.7
JP108610,2026-07-01,Software Engineer,3.5,Product (Indian),Bangalore,Other,9,1,0,1,0,44.0
JP111949,2026-07-01,Mobile Developer,9.6,Startup,Delhi NCR,Other,9,0,0,0,0,30.0
JP111604,2026-07-01,AI/ML Engineer,4.3,Startup,Mumbai,Tier-2 Engineering College,9,1,0,0,0,48.4
JP111658,2026-07-01,Product Manager,10.7,IT Services,Bangalore,Premier (IIT/NIT/IIIT),5,0,0,1,1,51.5
JP102006,2026-07-01,Data Scientist,1.5,IT Services,Hyderabad,Tier-2 Engineering College,10,0,0,0,0,14.7
JP108180,2026-07-01,Data Scientist,6.6,IT Services,Bangalore,Premier (IIT/NIT/IIIT),16,1,0,1,0,39.8
JP100840,2026-07-01,AI/ML Engineer,2.9,Product (Indian),Hyderabad,Premier (IIT/NIT/IIIT),14,1,0,1,0,63.9
JP108619,2026-07-01,Software Engineer,7.5,Product (Indian),Chennai,Premier (IIT/NIT/IIIT),12,0,0,1,0,50.5
JP101887,2026-07-01,DevOps Engineer,2.6,IT Services,Delhi NCR,Tier-2 Engineering College,5,1,0,0,0,22.7
JP100744,2026-07-01,Data Scientist,10.8,Product (Indian),Bangalore,Other,13,0,1,1,0,72.1
JP101998,2026-07-01,Software Engineer,5.7,Product (Indian),Pune,Premier (IIT/NIT/IIIT),8,0,0,0,0,49.4
JP101883,2026-07-01,DevOps Engineer,11.4,IT Services,Chennai,Tier-2 Engineering College,5,1,0,0,0,26.5
JP108591,2026-07-01,DevOps Engineer,2.1,Product (Indian),Bangalore,Tier-2 Engineering College,5,0,0,1,0,30.0
JP108572,2026-07-01,DevOps Engineer,4.1,IT Services,Bangalore,Tier-2 Engineering College,14,0,0,1,0,26.8
JP100985,2026-07-01,DevOps Engineer,2.5,Product (Indian),Delhi NCR,Tier-2 Engineering College,10,1,0,1,0,40.6
JP100703,2026-07-01,Data Scientist,5.8,Startup,Pune,Premier (IIT/NIT/IIIT),8,0,0,1,1,40.5
JP111624,2026-07-01,Mobile Developer,5.5,Startup,Delhi NCR,Tier-2 Engineering College,13,0,0,1,0,37.3
JP107578,2026-07-01,Product Manager,0.5,IT Services,Bangalore,Premier (IIT/NIT/IIIT),6,0,1,0,0,16.6
JP108185,2026-07-01,AI/ML Engineer,6.4,Startup,Mumbai,Other,11,0,0,0,0,44.1
JP111210,2026-07-01,Software Engineer,7.0,Product (Indian),Chennai,Other,11,1,0,0,0,39.5
JP109075,2026-07-01,Data Scientist,1.6,Startup,Remote/Tier-2,Other,8,1,0,0,1,17.0
JP111225,2026-07-01,Data Scientist,7.7,Startup,Delhi NCR,Other,5,1,0,0,0,45.8
JP100099,2026-07-01,Mobile Developer,3.0,Startup,Bangalore,Premier (IIT/NIT/IIIT),13,1,1,0,1,59.0
JP108811,2026-07-01,AI/ML Engineer,15.4,Startup,Bangalore,Tier-2 Engineering College,11,1,0,1,0,91.6
JP100103,2026-07-01,Product Manager,4.0,IT Services,Pune,Tier-2 Engineering College,7,1,0,1,0,32.2
JP100819,2026-07-01,Software Engineer,2.2,Product (Indian),Mumbai,Tier-2 Engineering College,12,1,0,1,1,35.7
JP100066,2026-07-01,Software Engineer,12.7,FAANG/MNC,Hyderabad,Other,14,1,0,0,0,95.6
JP108217,2026-07-01,Software Engineer,4.1,IT Services,Bangalore,Other,14,1,0,1,0,18.9
JP111708,2026-07-01,DevOps Engineer,2.1,IT Services,Bangalore,Premier (IIT/NIT/IIIT),13,1,0,0,0,30.6
JP100849,2026-07-01,DevOps Engineer,8.8,IT Services,Bangalore,Other,9,1,0,1,1,41.8
JP100728,2026-07-01,Software Engineer,1.8,IT Services,Bangalore,Tier-2 Engineering College,12,1,0,0,0,19.5
JP102015,2026-07-01,Data Scientist,8.4,IT Services,Delhi NCR,Tier-2 Engineering College,11,0,0,1,0,22.5
JP100721,2026-07-01,Software Engineer,2.4,IT Services,Pune,Premier (IIT/NIT/IIIT),11,1,1,0,0,27.0
JP108594,2026-07-01,Software Engineer,2.4,Startup,Bangalore,Tier-2 Engineering College,8,0,0,0,0,29.3
JP111232,2026-07-01,AI/ML Engineer,3.7,Product (Indian),Bangalore,Tier-2 Engineering College,8,1,1,0,0,87.4
JP100940,2026-07-01,AI/ML Engineer,12.1,IT Services,Chennai,Premier (IIT/NIT/IIIT),8,1,0,1,0,43.8
JP107487,2026-07-01,Software Engineer,0.9,Product (Indian),Bangalore,Premier (IIT/NIT/IIIT),4,0,0,0,1,23.9
JP108586,2026-07-01,Software Engineer,1.0,FAANG/MNC,Remote/Tier-2,Tier-2 Engineering College,12,1,0,0,1,38.4
JP108640,2026-07-01,Product Manager,9.4,IT Services,Chennai,Tier-2 Engineering College,15,1,0,0,0,32.9
JP100121,2026-07-01,DevOps Engineer,2.4,IT Services,Delhi NCR,Tier-2 Engineering College,14,1,0,0,0,17.6
JP107558,2026-07-01,Product Manager,0.5,Startup,Delhi NCR,Other,7,1,1,1,0,28.6
JP107548,2026-07-01,DevOps Engineer,5.3,IT Services,Hyderabad,Tier-2 Engineering College,11,1,0,1,0,28.9
JP102019,2026-07-01,Mobile Developer,3.0,Product (Indian),Remote/Tier-2,Premier (IIT/NIT/IIIT),3,0,0,0,1,22.4
JP102001,2026-07-01,DevOps Engineer,7.3,IT Services,Pune,Tier-2 Engineering College,9,1,0,1,0,28.9
JP101988,2026-07-01,Data Scientist,4.7,IT Services,Mumbai,Tier-2 Engineering College,15,1,0,0,0,24.3
JP111645,2026-07-01,Software Engineer,4.8,Product (Indian),Chennai,Premier (IIT/NIT/IIIT),7,0,0,1,0,30.0
JP109084,2026-07-01,Software Engineer,6.5,Startup,Mumbai,Premier (IIT/NIT/IIIT),6,0,0,0,0,47.1
JP100025,2026-07-01,Software Engineer,7.9,Product (Indian),Delhi NCR,Premier (IIT/NIT/IIIT),12,1,0,1,0,65.0
JP111719,2026-07-01,Software Engineer,1.2,Startup,Remote/Tier-2,Premier (IIT/NIT/IIIT),12,0,0,1,1,21.2
JP108570,2026-07-01,Data Scientist,2.4,Product (Indian),Delhi NCR,Tier-2 Engineering College,16,1,0,1,0,38.6
JP100613,2026-07-01,Software Engineer,1.5,Product (Indian),Bangalore,Tier-2 Engineering College,15,1,0,1,1,45.3
JP107585,2026-07-01,Software Engineer,5.7,Startup,Hyderabad,Tier-2 Engineering College,15,1,0,0,0,42.6
JP101568,2026-07-01,AI/ML Engineer,3.7,Product (Indian),Hyderabad,Premier (IIT/NIT/IIIT),12,1,0,0,0,64.6
JP101288,2026-07-01,AI/ML Engineer,0.2,Startup,Bangalore,Tier-2 Engineering College,13,0,0,1,1,22.1
JP107739,2026-07-01,Product Manager,3.1,Product (Indian),Hyderabad,Tier-2 Engineering College,12,1,1,0,1,60.0
JP107740,2026-07-01,Software Engineer,2.4,IT Services,Mumbai,Tier-2 Engineering College,12,1,0,0,1,23.3
JP101294,2026-07-01,Software Engineer,3.3,IT Services,Delhi NCR,Tier-2 Engineering College,4,1,0,0,1,15.7
JP111377,2026-07-01,Data Scientist,1.0,Product (Indian),Delhi NCR,Premier (IIT/NIT/IIIT),11,1,1,0,0,38.1
JP108774,2026-07-01,Software Engineer,7.2,Product (Indian),Mumbai,Other,3,0,0,0,0,37.2
JP107745,2026-07-01,Mobile Developer,2.7,Startup,Remote/Tier-2,Tier-2 Engineering College,7,1,0,0,1,18.3
JP101561,2026-07-01,Mobile Developer,1.0,FAANG/MNC,Delhi NCR,Premier (IIT/NIT/IIIT),11,1,0,0,0,49.2
JP100335,2026-07-01,Software Engineer,14.4,Product (Indian),Bangalore,Tier-2 Engineering College,15,1,1,1,1,72.7
JP107746,2026-07-01,Mobile Developer,3.4,Product (Indian),Bangalore,Premier (IIT/NIT/IIIT),12,1,0,1,0,54.1
JP101301,2026-07-01,Mobile Developer,5.0,Product (Indian),Bangalore,Other,5,1,1,0,1,73.1
JP108353,2026-07-01,Software Engineer,10.7,Product (Indian),Mumbai,Tier-2 Engineering College,7,1,0,0,0,53.0
JP101549,2026-07-01,Software Engineer,0.6,FAANG/MNC,Chennai,Other,14,1,1,1,0,52.6
JP100339,2026-07-01,Software Engineer,3.0,FAANG/MNC,Bangalore,Other,7,0,1,0,1,54.4
JP108475,2026-07-01,Product Manager,16.7,IT Services,Pune,Premier (IIT/NIT/IIIT),8,1,0,0,0,54.7
JP108355,2026-07-01,Mobile Developer,1.5,Startup,Delhi NCR,Tier-2 Engineering College,6,0,0,0,0,14.0
JP101591,2026-07-01,Software Engineer,8.2,FAANG/MNC,Remote/Tier-2,Premier (IIT/NIT/IIIT),7,0,1,0,1,76.0
JP107979,2026-07-01,DevOps Engineer,0.4,IT Services,Chennai,Tier-2 Engineering College,14,0,1,1,0,12.1
JP107995,2026-07-01,DevOps Engineer,6.1,Startup,Delhi NCR,Premier (IIT/NIT/IIIT),6,1,0,0,1,77.8
JP111875,2026-07-01,Software Engineer,1.0,IT Services,Bangalore,Other,4,1,0,0,0,14.4
JP108492,2026-07-01,Software Engineer,6.0,Product (Indian),Delhi NCR,Other,8,1,0,0,0,37.1
JP111507,2026-07-01,Product Manager,3.4,IT Services,Chennai,Tier-2 Engineering College,12,1,0,0,0,31.9
JP111868,2026-07-01,Data Scientist,8.2,Startup,Bangalore,Tier-2 Engineering College,8,1,0,1,1,57.4
JP101601,2026-07-01,DevOps Engineer,3.2,Startup,Hyderabad,Other,8,0,0,0,0,27.8
JP111867,2026-07-01,Product Manager,18.0,FAANG/MNC,Chennai,Tier-2 Engineering College,15,1,0,1,0,160.0
JP100323,2026-07-01,AI/ML Engineer,9.7,IT Services,Pune,Other,7,0,0,1,0,25.2
JP111775,2026-07-01,Software Engineer,3.7,FAANG/MNC,Mumbai,Premier (IIT/NIT/IIIT),15,1,1,0,0,104.6
JP111357,2026-07-01,Product Manager,1.3,FAANG/MNC,Bangalore,Tier-2 Engineering College,10,1,0,1,1,68.4
JP111865,2026-07-01,AI/ML Engineer,3.5,IT Services,Chennai,Tier-2 Engineering College,13,1,0,0,0,17.9
JP100559,2026-07-01,Software Engineer,4.6,IT Services,Mumbai,Other,14,1,0,0,0,23.5
JP107987,2026-07-01,Software Engineer,1.6,Startup,Remote/Tier-2,Tier-2 Engineering College,16,1,0,1,1,13.6
JP101599,2026-07-01,Data Scientist,13.8,Product (Indian),Bangalore,Other,10,1,0,1,1,67.9
JP107981,2026-07-01,AI/ML Engineer,1.1,IT Services,Pune,Other,12,1,0,1,0,14.5
JP111364,2026-07-01,Software Engineer,1.4,Startup,Chennai,Premier (IIT/NIT/IIIT),9,0,0,1,0,18.1
JP111352,2026-07-01,DevOps Engineer,13.2,IT Services,Pune,Tier-2 Engineering College,7,1,0,0,0,29.9
JP101544,2026-07-01,Software Engineer,5.9,IT Services,Chennai,Tier-2 Engineering College,7,1,1,1,0,36.7
JP108932,2026-07-01,Data Scientist,5.9,FAANG/MNC,Remote/Tier-2,Tier-2 Engineering College,14,1,0,0,1,97.6
JP101481,2026-07-01,Mobile Developer,1.3,Product (Indian),Chennai,Tier-2 Engineering College,12,1,0,1,1,26.0
JP101476,2026-07-01,AI/ML Engineer,10.8,IT Services,Bangalore,Tier-2 Engineering College,11,1,0,1,0,40.8
JP101474,2026-07-01,Software Engineer,9.7,IT Services,Mumbai,Tier-2 Engineering College,7,1,0,0,0,35.7
JP107866,2026-07-01,Product Manager,7.0,Product (Indian),Hyderabad,Tier-2 Engineering College,15,1,0,0,0,79.2
JP101455,2026-07-01,Product Manager,4.3,FAANG/MNC,Bangalore,Tier-2 Engineering College,5,1,0,0,0,135.5
JP107864,2026-07-01,Mobile Developer,3.4,Product (Indian),Pune,Tier-2 Engineering College,9,1,0,1,0,34.1
JP108439,2026-07-01,Data Scientist,0.5,Product (Indian),Hyderabad,Other,15,1,0,1,0,22.1
JP111442,2026-07-01,Mobile Developer,3.4,IT Services,Pune,Tier-2 Engineering College,9,0,0,1,0,14.7
JP107819,2026-07-01,DevOps Engineer,5.3,IT Services,Delhi NCR,Other,16,1,0,1,0,38.4
JP111425,2026-07-01,Data Scientist,1.6,Product (Indian),Hyderabad,Tier-2 Engineering College,12,0,1,0,0,25.4
JP100403,2026-07-01,Software Engineer,4.3,IT Services,Bangalore,Premier (IIT/NIT/IIIT),11,0,0,1,1,21.7
JP108392,2026-07-01,Data Scientist,2.6,Startup,Hyderabad,Tier-2 Engineering College,8,1,1,0,0,35.6
JP108741,2026-07-01,DevOps Engineer,3.0,Product (Indian),Chennai,Premier (IIT/NIT/IIIT),13,0,0,0,0,30.5
JP108744,2026-07-01,DevOps Engineer,3.2,Product (Indian),Delhi NCR,Other,13,1,0,1,0,46.1
JP111437,2026-07-01,Software Engineer,5.0,IT Services,Mumbai,Other,7,0,0,0,0,14.1
JP101487,2026-07-01,Software Engineer,1.5,Startup,Bangalore,Other,7,1,0,0,0,27.0
JP107948,2026-07-01,AI/ML Engineer,2.7,FAANG/MNC,Mumbai,Premier (IIT/NIT/IIIT),11,1,1,0,1,119.2
JP107869,2026-07-01,Mobile Developer,1.5,IT Services,Bangalore,Tier-2 Engineering College,9,0,0,0,1,14.2
JP101490,2026-07-01,Software Engineer,3.7,FAANG/MNC,Hyderabad,Other,12,0,0,1,0,61.5
JP111388,2026-07-01,Software Engineer,13.1,FAANG/MNC,Bangalore,Tier-2 Engineering College,4,0,0,1,0,100.4
JP101543,2026-07-01,AI/ML Engineer,5.5,FAANG/MNC,Delhi NCR,Tier-2 Engineering College,14,0,1,0,1,117.2
JP111392,2026-07-01,Data Scientist,1.8,IT Services,Remote/Tier-2,Other,5,1,1,0,1,12.9
JP107941,2026-07-01,AI/ML Engineer,5.8,Startup,Delhi NCR,Other,6,1,0,0,0,38.8
JP107939,2026-07-01,DevOps Engineer,6.5,FAANG/MNC,Delhi NCR,Tier-2 Engineering College,4,0,1,0,1,90.2
JP100370,2026-07-01,AI/ML Engineer,1.7,Startup,Hyderabad,Premier (IIT/NIT/IIIT),11,1,0,0,0,39.0
JP111466,2026-07-01,Data Scientist,2.6,IT Services,Pune,Tier-2 Engineering College,14,1,0,1,1,20.5
JP108455,2026-07-01,AI/ML Engineer,18.0,IT Services,Pune,Tier-2 Engineering College,16,1,1,0,1,64.0
JP108765,2026-07-01,Software Engineer,9.5,IT Services,Chennai,Premier (IIT/NIT/IIIT),14,1,0,1,0,33.0
JP100485,2026-07-01,Software Engineer,4.8,Startup,Remote/Tier-2,Tier-2 Engineering College,5,1,0,0,1,22.8
JP107901,2026-07-01,Data Scientist,2.4,Product (Indian),Remote/Tier-2,Tier-2 Engineering College,9,1,1,0,1,36.1
JP111401,2026-07-01,Data Scientist,6.2,IT Services,Mumbai,Tier-2 Engineering College,4,1,0,0,0,22.9
JP100476,2026-07-01,Mobile Developer,5.2,IT Services,Delhi NCR,Other,12,1,0,1,0,21.5
JP111836,2026-07-01,Data Scientist,6.3,Startup,Delhi NCR,Tier-2 Engineering College,15,1,0,0,0,43.0
JP101499,2026-07-01,Software Engineer,4.2,Product (Indian),Bangalore,Other,8,0,0,1,0,35.7
JP107802,2026-07-01,Software Engineer,5.6,IT Services,Chennai,Tier-2 Engineering College,12,1,0,1,0,25.3
JP111512,2026-07-01,AI/ML Engineer,13.4,Startup,Remote/Tier-2,Other,9,1,0,0,1,35.7
JP101224,2026-07-01,Data Scientist,2.6,IT Services,Bangalore,Tier-2 Engineering College,13,0,1,1,1,27.9
JP111518,2026-07-01,DevOps Engineer,1.1,IT Services,Hyderabad,Tier-2 Engineering College,8,0,0,1,1,15.4
JP108313,2026-07-01,Software Engineer,3.3,Product (Indian),Bangalore,Tier-2 Engineering College,9,0,0,1,0,37.1
JP108094,2026-07-01,Software Engineer,9.3,IT Services,Chennai,Tier-2 Engineering College,8,1,0,0,0,20.6
JP100616,2026-07-01,Software Engineer,4.2,IT Services,Chennai,Tier-2 Engineering College,8,1,0,1,0,22.0
JP101801,2026-07-01,Data Scientist,1.4,IT Services,Bangalore,Premier (IIT/NIT/IIIT),14,1,0,0,0,28.5
JP107617,2026-07-01,Data Scientist,4.2,FAANG/MNC,Delhi NCR,Other,8,1,0,1,1,74.6
JP101073,2026-07-01,Mobile Developer,3.2,IT Services,Pune,Other,4,1,0,0,0,22.4
JP101782,2026-07-01,DevOps Engineer,1.8,Startup,Mumbai,Premier (IIT/NIT/IIIT),15,1,0,1,0,33.7
JP100188,2026-07-01,Software Engineer,8.6,FAANG/MNC,Pune,Tier-2 Engineering College,6,1,0,1,0,110.4
JP111565,2026-07-01,Software Engineer,3.8,IT Services,Delhi NCR,Other,11,1,0,0,1,16.6
JP100614,2026-07-01,Mobile Developer,2.0,Startup,Mumbai,Tier-2 Engineering College,9,0,0,0,0,16.4
JP102098,2026-07-01,Software Engineer,1.4,Product (Indian),Remote/Tier-2,Tier-2 Engineering College,16,1,1,0,1,29.7
JP107636,2026-07-01,AI/ML Engineer,2.0,Startup,Delhi NCR,Other,7,0,0,0,1,28.3
JP111916,2026-07-01,Data Scientist,5.6,Product (Indian),Pune,Tier-2 Engineering College,11,1,0,1,0,62.5
JP111561,2026-07-01,Software Engineer,1.4,IT Services,Mumbai,Other,9,1,1,0,1,17.0
JP107855,2026-07-01,Software Engineer,1.5,Startup,Bangalore,Other,11,1,0,0,1,27.5
JP108095,2026-07-01,Product Manager,4.6,Startup,Chennai,Tier-2 Engineering College,15,1,0,1,0,39.9
JP107642,2026-07-01,Software Engineer,1.6,Startup,Mumbai,Other,12,1,0,0,0,23.0
JP111269,2026-07-01,DevOps Engineer,12.4,IT Services,Chennai,Tier-2 Engineering College,7,1,0,1,0,33.9
JP108548,2026-07-01,Software Engineer,4.5,Startup,Delhi NCR,Tier-2 Engineering College,12,1,0,0,1,38.4
JP100645,2026-07-01,Mobile Developer,6.6,Product (Indian),Delhi NCR,Tier-2 Engineering College,13,1,0,1,1,41.2
JP100142,2026-07-01,AI/ML Engineer,1.9,Startup,Remote/Tier-2,Other,15,0,1,1,1,20.9
JP111592,2026-07-01,Software Engineer,8.4,IT Services,Mumbai,Premier (IIT/NIT/IIIT),10,1,0,0,0,37.7
JP108687,2026-07-01,Mobile Developer,4.5,IT Services,Chennai,Premier (IIT/NIT/IIIT),14,1,0,1,0,24.8
JP108868,2026-07-01,Data Scientist,17.1,Product (Indian),Pune,Tier-2 Engineering College,15,1,0,1,1,62.2
JP101837,2026-07-01,DevOps Engineer,5.2,FAANG/MNC,Mumbai,Other,6,0,1,1,0,92.9
JP101023,2026-07-01,Data Scientist,3.2,Product (Indian),Hyderabad,Tier-2 Engineering College,7,1,0,1,0,55.3
JP109054,2026-07-01,AI/ML Engineer,1.2,Startup,Mumbai,Tier-2 Engineering College,14,1,0,0,1,29.9
JP101034,2026-07-01,Software Engineer,1.2,IT Services,Bangalore,Other,11,0,1,0,1,13.5
JP100150,2026-07-01,Software Engineer,0.7,FAANG/MNC,Mumbai,Tier-2 Engineering College,15,1,0,1,0,59.7
JP101816,2026-07-01,Product Manager,10.3,FAANG/MNC,Hyderabad,Tier-2 Engineering College,8,1,1,0,0,148.6
JP108298,2026-07-01,Software Engineer,5.7,Product (Indian),Hyderabad,Tier-2 Engineering College,5,1,0,1,0,55.3
JP108796,2026-07-01,AI/ML Engineer,2.0,IT Services,Pune,Tier-2 Engineering College,13,1,0,0,1,26.2
JP107597,2026-07-01,Software Engineer,0.6,Product (Indian),Delhi NCR,Tier-2 Engineering College,12,1,0,0,0,23.5
JP108306,2026-07-01,Mobile Developer,2.5,IT Services,Bangalore,Premier (IIT/NIT/IIIT),16,1,1,1,0,43.1
JP100179,2026-07-01,Software Engineer,7.1,Startup,Delhi NCR,Tier-2 Engineering College,13,1,0,1,0,53.7
JP107643,2026-07-01,DevOps Engineer,7.3,FAANG/MNC,Pune,Tier-2 Engineering College,13,0,1,1,0,81.7
JP101738,2026-07-01,DevOps Engineer,0.9,FAANG/MNC,Pune,Tier-2 Engineering College,17,1,1,1,0,58.0
JP101731,2026-07-01,AI/ML Engineer,13.4,Product (Indian),Chennai,Tier-2 Engineering College,15,1,0,1,1,56.5
JP111541,2026-07-01,Software Engineer,4.8,FAANG/MNC,Bangalore,Tier-2 Engineering College,11,0,0,0,0,63.3
JP101651,2026-07-01,Software Engineer,12.6,FAANG/MNC,Pune,Other,3,0,0,0,0,71.7
JP111540,2026-07-01,DevOps Engineer,2.5,Product (Indian),Bangalore,Tier-2 Engineering College,13,1,0,0,0,38.6
JP111330,2026-07-01,Mobile Developer,2.1,IT Services,Delhi NCR,Tier-2 Engineering College,7,1,1,0,1,18.8
JP107699,2026-07-01,DevOps Engineer,1.3,IT Services,Chennai,Tier-2 Engineering College,12,1,0,0,0,11.2
JP101149,2026-07-01,Mobile Developer,2.1,Product (Indian),Delhi NCR,Tier-2 Engineering College,8,0,0,1,0,23.5
JP108025,2026-07-01,Software Engineer,3.6,Product (Indian),Delhi NCR,Tier-2 Engineering College,12,1,0,1,1,40.6
JP100598,2026-07-01,Mobile Developer,1.5,Product (Indian),Pune,Tier-2 Engineering College,15,1,0,0,0,35.3
JP108023,2026-07-01,DevOps Engineer,1.7,IT Services,Bangalore,Tier-2 Engineering College,8,1,1,0,0,22.2
JP108016,2026-07-01,Software Engineer,7.7,IT Services,Mumbai,Tier-2 Engineering College,13,1,1,0,0,44.8
JP107710,2026-07-01,Software Engineer,10.9,IT Services,Hyderabad,Other,16,1,0,1,0,42.5
JP101199,2026-07-01,Product Manager,1.7,IT Services,Bangalore,Tier-2 Engineering College,11,1,0,0,0,24.2
JP108005,2026-07-01,Software Engineer,3.1,IT Services,Chennai,Tier-2 Engineering College,12,1,0,0,0,17.6
JP100576,2026-07-01,Data Scientist,3.6,IT Services,Mumbai,Other,15,1,0,1,0,23.0
JP100574,2026-07-01,Software Engineer,10.9,Startup,Hyderabad,Other,12,0,0,0,0,36.1
JP100599,2026-07-01,Software Engineer,6.4,Product (Indian),Pune,Other,10,0,0,1,0,34.0
JP108322,2026-07-01,AI/ML Engineer,3.2,Startup,Delhi NCR,Tier-2 Engineering College,10,1,0,0,0,39.2
JP108790,2026-07-01,Software Engineer,2.2,IT Services,Hyderabad,Tier-2 Engineering College,10,0,0,1,0,16.4
JP108517,2026-07-01,Data Scientist,5.4,IT Services,Bangalore,Tier-2 Engineering College,13,1,0,0,0,36.0
JP101729,2026-07-01,Product Manager,2.7,Startup,Hyderabad,Tier-2 Engineering College,12,0,0,0,1,37.1
JP100224,2026-07-01,Software Engineer,5.1,Product (Indian),Remote/Tier-2,Other,4,0,0,0,1,20.4
JP100609,2026-07-01,Product Manager,0.8,Product (Indian),Pune,Other,14,1,0,0,0,30.8
JP108527,2026-07-01,Software Engineer,2.3,Product (Indian),Remote/Tier-2,Tier-2 Engineering College,8,1,0,1,1,27.9
JP108052,2026-07-01,Software Engineer,6.2,IT Services,Chennai,Tier-2 Engineering College,10,0,0,1,0,21.9
JP100237,2026-07-01,AI/ML Engineer,1.9,IT Services,Hyderabad,Premier (IIT/NIT/IIIT),8,1,0,1,0,28.9
JP108887,2026-07-01,Mobile Developer,7.2,IT Services,Pune,Other,16,1,0,1,0,24.8
JP101878,2026-07-01,Software Engineer,9.2,IT Services,Delhi NCR,Other,5,1,0,0,0,27.8
